date,pass,block,solution,sprayer,nozzle,distance_m,deposition,type,location,distance_log,deposition_log
2020-09-19T00:00:00Z,21,4,Intact,Open,AIXR,3,1.89865089986523,downwind,missouri,0.47712125471966244,0.27844511945024053
2020-09-19T00:00:00Z,21,4,Intact,Open,AIXR,4,0.7894459400005864,downwind,missouri,0.6020599913279624,-0.10267760443122245
2020-09-19T00:00:00Z,21,4,Intact,Open,AIXR,8,0.3430036555652161,downwind,missouri,0.9030899869919435,-0.46470125143436747
2020-09-19T00:00:00Z,21,4,Intact,Open,AIXR,16,0.34925065140990225,downwind,missouri,1.2041199826559248,-0.4568627751823927
2020-09-19T00:00:00Z,21,4,Intact,Open,AIXR,30,0.08295429365850845,downwind,missouri,1.4771212547196624,-1.0811611302672464
2020-09-19T00:00:00Z,21,4,Intact,Open,AIXR,45,0.014887488280870179,downwind,missouri,1.6532125137753437,-1.8271785673768683
2020-09-19T00:00:00Z,21,4,Intact,Open,AIXR,60,0.03213518811846365,downwind,missouri,1.7781512503836436,-1.4930191533987787
2020-09-19T00:00:00Z,22,4,Intact,Hood,AIXR,1,1.7956887672232578,downwind,missouri,0,0.25423106596683975
2020-09-19T00:00:00Z,22,4,Intact,Hood,AIXR,2,0.551334735098764,downwind,missouri,0.3010299956639812,-0.2585846453104788
2020-09-19T00:00:00Z,22,4,Intact,Hood,AIXR,3,0.5439799047538774,downwind,missouri,0.47712125471966244,-0.2644171433453844
2020-09-19T00:00:00Z,22,4,Intact,Hood,AIXR,4,0.48528003237865025,downwind,missouri,0.6020599913279624,-0.31400757805659696
2020-09-19T00:00:00Z,22,4,Intact,Hood,AIXR,8,0.14543136229134268,downwind,missouri,0.9030899869919435,-0.837341927718134
2020-09-19T00:00:00Z,22,4,Intact,Hood,AIXR,16,0.0760461703584502,downwind,missouri,1.2041199826559248,-1.1189226518814726
2020-09-19T00:00:00Z,22,4,Intact,Hood,AIXR,30,0.057450938920435034,downwind,missouri,1.4771212547196624,-1.2407028692449424
2020-09-19T00:00:00Z,22,4,Intact,Hood,AIXR,45,0.02479919855821881,downwind,missouri,1.6532125137753437,-1.6055623541482706
2020-09-19T00:00:00Z,22,4,Intact,Hood,AIXR,60,0.016648413018104928,downwind,missouri,1.7781512503836436,-1.7786271585737643
2020-09-19T00:00:00Z,23,4,Intact,Open,ULD,1,0.7741916478217014,downwind,missouri,0,-0.11115151827218261
2020-09-19T00:00:00Z,23,4,Intact,Open,ULD,2,0.45617597563523027,downwind,missouri,0.3010299956639812,-0.3408675904398795
2020-09-19T00:00:00Z,23,4,Intact,Open,ULD,3,0.26658691569765836,downwind,missouri,0.47712125471966244,-0.5741611699249864
2020-09-19T00:00:00Z,23,4,Intact,Open,ULD,4,0.3217929254879092,downwind,missouri,0.6020599913279624,-0.49242350795400613
2020-09-19T00:00:00Z,23,4,Intact,Open,ULD,8,0.1564654540634213,downwind,missouri,0.9030899869919435,-0.805581535215113
